,LessEq_2bp,3bp_4bp,5bp_6bp,7bp_8bp,9bp_11bp,12bp_14bp,More_15bp,Insertion,MaxClass
ENSMUSG00000026407_gR268f,0.125,0.30333333333333334,0.05499999999999999,0.19166666666666668,0.11666666666666668,0.08499999999999999,0.06499999999999999,0.05833333333333333,3bp_4bp
ENSMUSG00000027273_gR121f,0.135,0.08375,0.06125000000000001,0.04125,0.09000000000000001,0.12375000000000001,0.26624999999999993,0.19875,More_15bp
ENSMUSG00000027273_gR126f,0.185,0.22499999999999998,0.26000000000000006,0.1,0.045,0.025,0.11000000000000001,0.05,5bp_6bp
ENSMUSG00000027273_gR316r,0.4,0.12000000000000001,0.15000000000000002,0.030000000000000002,0.06999999999999999,0.09,0.08499999999999999,0.055,LessEq_2bp
ENSMUSG00000004951_gR17f,0.16957746478873237,0.13492957746478873,0.10478873239436622,0.0856338028169014,0.10563380281690142,0.14845070422535211,0.11239436619718314,0.13859154929577466,LessEq_2bp
ENSMUSG00000004951_gR18f,0.23666666666666664,0.13833333333333334,0.07833333333333331,0.12666666666666668,0.11666666666666667,0.11333333333333331,0.11833333333333329,0.07166666666666666,LessEq_2bp
ENSMUSG00000004951_gR72f,0.06555555555555556,0.06888888888888889,0.15666666666666665,0.36111111111111116,0.1033333333333333,0.016666666666666666,0.06666666666666667,0.16111111111111107,7bp_8bp
ENSMUSG00000027276_gR304r,0.06999999999999999,0.02,0.31,0.25,0.16999999999999998,0.05,0.11,0.02,5bp_6bp
ENSMUSG00000027276_gR103f,0.2755555555555556,0.10777777777777778,0.09333333333333332,0.07444444444444445,0.06555555555555556,0.09,0.12777777777777777,0.16555555555555557,LessEq_2bp
ENSMUSG00000027276_gR33r,0.07636363636363637,0.24363636363636365,0.07090909090909091,0.24727272727272726,0.12363636363636366,0.05636363636363635,0.07818181818181816,0.10363636363636362,7bp_8bp
ENSMUSG00000020593_gR78r,0.13272727272727275,0.19454545454545452,0.08545454545454545,0.10363636363636364,0.1818181818181818,0.02909090909090909,0.08,0.19272727272727272,3bp_4bp
ENSMUSG00000020593_gR77r,0.17130434782608694,0.15391304347826087,0.18434782608695652,0.11478260869565217,0.18434782608695655,0.036521739130434785,0.07652173913043477,0.0782608695652174,9bp_11bp
ENSMUSG00000019518_gR62f,0.14370370370370372,0.14370370370370372,0.14074074074074075,0.19925925925925925,0.0325925925925926,0.18814814814814812,0.06962962962962967,0.08222222222222222,7bp_8bp
ENSMUSG00000019518_gR184f,0.032,0.03866666666666667,0.16799999999999998,0.44533333333333336,0.15066666666666667,0.03333333333333334,0.01866666666666667,0.11333333333333333,7bp_8bp
ENSMUSG00000019518_gR375f,0.275,0.15700000000000003,0.07400000000000001,0.028999999999999998,0.16400000000000003,0.048,0.11300000000000006,0.13999999999999999,LessEq_2bp
ENSMUSG00000000058_gR19r,0.22059701492537315,0.06686567164179104,0.11253731343283581,0.03134328358208955,0.40179104477611927,0.030447761194029855,0.09313432835820905,0.043283582089552235,9bp_11bp
ENSMUSG00000000058_gR81r,0.19384615384615383,0.18153846153846154,0.09846153846153848,0.08461538461538462,0.07076923076923078,0.08769230769230771,0.10923076923076926,0.17384615384615384,LessEq_2bp
ENSMUSG00000000058_gR158f,0.2533333333333333,0.06833333333333333,0.11833333333333333,0.29333333333333333,0.045000000000000005,0.08166666666666665,0.08499999999999999,0.055,7bp_8bp
ENSMUSG00000007655_gR31r,0.06538461538461539,0.05384615384615385,0.12615384615384617,0.02538461538461538,0.43846153846153846,0.10692307692307693,0.038461538461538464,0.14538461538461536,9bp_11bp
ENSMUSG00000007655_gR41r,0.14222222222222222,0.4333333333333333,0.03222222222222222,0.09611111111111109,0.031111111111111117,0.11555555555555555,0.06555555555555559,0.08388888888888887,3bp_4bp
ENSMUSG00000007655_gR87r,0.1,0.22000000000000003,0.06,0.2,0.06,0.08,0.1,0.18000000000000002,3bp_4bp
ENSMUSG00000036817_gR18f,0.09999999999999999,0.05333333333333334,0.02666666666666667,0.026666666666666665,0.19999999999999998,0.11333333333333333,0.27999999999999997,0.19999999999999998,More_15bp
ENSMUSG00000036817_gR121f,0.16666666666666669,0.09555555555555557,0.0488888888888889,0.12444444444444445,0.10222222222222223,0.04444444444444445,0.2933333333333334,0.12444444444444444,More_15bp
ENSMUSG00000036817_gR440r,0.24400000000000002,0.20400000000000001,0.052000000000000005,0.068,0.07200000000000001,0.16399999999999998,0.12800000000000003,0.068,LessEq_2bp
ENSMUSG00000078566_gR191r,0.16785714285714284,0.25214285714285717,0.055714285714285716,0.05678571428571428,0.1471428571428572,0.06999999999999999,0.08964285714285716,0.16071428571428573,3bp_4bp
ENSMUSG00000078566_gR190r,0.2060869565217391,0.2721739130434782,0.034782608695652174,0.11043478260869566,0.1269565217391304,0.08000000000000002,0.08173913043478258,0.08782608695652173,3bp_4bp
ENSMUSG00000078566_gR14r,0.475111111111111,0.08688888888888889,0.0391111111111111,0.1628888888888889,0.06644444444444443,0.050444444444444445,0.076,0.04311111111111111,LessEq_2bp
ENSMUSG00000025777_gR117f,0.17600000000000002,0.09466666666666668,0.14533333333333334,0.16799999999999998,0.044,0.21333333333333335,0.08133333333333335,0.07733333333333334,12bp_14bp
ENSMUSG00000025777_gR170r,0.08526315789473686,0.10421052631578948,0.11368421052631579,0.06,0.20631578947368417,0.045263157894736845,0.2021052631578948,0.18315789473684213,9bp_11bp
ENSMUSG00000025777_gR301f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000041671_gR410r,0.12156249999999999,0.10875,0.06406250000000001,0.08406250000000001,0.0678125,0.11875,0.28687499999999966,0.148125,More_15bp
ENSMUSG00000041671_gR426f,0.0879245283018868,0.2177358490566038,0.12113207547169812,0.03169811320754717,0.1347169811320755,0.13811320754716977,0.07283018867924532,0.1958490566037736,3bp_4bp
ENSMUSG00000030249_gR392r,0.09333333333333334,0.21999999999999997,0.12833333333333333,0.21666666666666667,0.04333333333333333,0.04499999999999999,0.08666666666666664,0.16666666666666666,3bp_4bp
ENSMUSG00000030249_gR149r,0.07,0.134,0.034,0.342,0.10400000000000001,0.032,0.09800000000000002,0.186,7bp_8bp
ENSMUSG00000030249_gR15r,0.12380952380952381,0.3904761904761905,0.11904761904761904,0.006666666666666667,0.054285714285714284,0.16000000000000006,0.09333333333333338,0.05238095238095238,3bp_4bp
ENSMUSG00000025509_gR155f,0.05714285714285714,0.03571428571428571,0.30142857142857143,0.25142857142857145,0.10285714285714286,0.05714285714285715,0.04285714285714287,0.15142857142857144,5bp_6bp
ENSMUSG00000025509_gR194f,0.3125,0.09,0.13,0.027499999999999997,0.14,0.06,0.1775,0.0625,LessEq_2bp
ENSMUSG00000025509_gR242f,0.09913043478260869,0.12869565217391304,0.1626086956521739,0.0817391304347826,0.1191304347826087,0.08086956521739129,0.14869565217391303,0.1791304347826087,Insertion
ENSMUSG00000039623_gR103r,0.1261904761904762,0.041428571428571426,0.34095238095238095,0.07714285714285715,0.16142857142857142,0.041428571428571426,0.05190476190476191,0.1595238095238095,5bp_6bp
ENSMUSG00000039623_gR104r,0.13,0.08499999999999999,0.395,0.06,0.19,0.055,0.045,0.04,5bp_6bp
ENSMUSG00000039623_gR198f,0.18166666666666664,0.22833333333333333,0.18166666666666667,0.06166666666666666,0.13166666666666665,0.023333333333333334,0.11166666666666666,0.07999999999999999,3bp_4bp
ENSMUSG00000039533_gR474r,0.12000000000000001,0.30625,0.20875000000000002,0.023750000000000004,0.2,0.02375,0.08000000000000003,0.0375,3bp_4bp
ENSMUSG00000039533_gR413f,0.08636363636363635,0.18181818181818182,0.1081818181818182,0.05090909090909091,0.3127272727272728,0.02545454545454546,0.08727272727272731,0.14727272727272728,9bp_11bp
ENSMUSG00000039533_gR157r,0.22166666666666668,0.12555555555555556,0.05055555555555555,0.1388888888888889,0.13000000000000003,0.04333333333333333,0.10722222222222227,0.18277777777777776,LessEq_2bp
ENSMUSG00000064179_gR393r,0.10296296296296295,0.11703703703703705,0.07629629629629628,0.1111111111111111,0.2607407407407408,0.1037037037037037,0.06074074074074075,0.16740740740740742,9bp_11bp
ENSMUSG00000064179_gR328r,0.20333333333333334,0.09333333333333332,0.21666666666666667,0.15666666666666668,0.03333333333333333,0.05333333333333334,0.1933333333333333,0.05,5bp_6bp
ENSMUSG00000064179_gR177f,0.15923076923076923,0.21846153846153846,0.08,0.11461538461538463,0.10153846153846154,0.03461538461538462,0.10615384615384617,0.1853846153846154,3bp_4bp
ENSMUSG00000031097_gR13r,0.26216216216216215,0.1362162162162162,0.11135135135135135,0.07297297297297296,0.05513513513513514,0.1605405405405405,0.14054054054054047,0.06108108108108108,LessEq_2bp
ENSMUSG00000031097_gR389r,0.16666666666666666,0.16666666666666669,0.006666666666666667,0.08,0.22666666666666666,0.05333333333333334,0.11333333333333334,0.18666666666666665,9bp_11bp
ENSMUSG00000031097_gR465f,0.07714285714285714,0.02,0.07714285714285715,0.6285714285714287,0.03142857142857143,0.08285714285714287,0.03428571428571429,0.048571428571428564,7bp_8bp
ENSMUSG00000061723_gR96f,0.07,0.14400000000000002,0.044000000000000004,0.34400000000000003,0.256,0.036,0.08000000000000003,0.026000000000000002,7bp_8bp
ENSMUSG00000061723_gR287r,0.255,0.04,0.06,0.02,0.045,0.07,0.34,0.17,More_15bp
ENSMUSG00000061723_gR401f,0.27864406779661016,0.1240677966101695,0.025423728813559324,0.11457627118644068,0.22237288135593217,0.07254237288135594,0.10203389830508473,0.06033898305084746,LessEq_2bp
ENSMUSG00000045078_gR356r,0.17333333333333334,0.10666666666666667,0.09333333333333334,0.02666666666666667,0.18,0.06666666666666667,0.17333333333333328,0.18,9bp_11bp
ENSMUSG00000045078_gR174r,0.21000000000000002,0.12565217391304348,0.1252173913043478,0.06304347826086956,0.1460869565217391,0.044782608695652176,0.10521739130434785,0.18,LessEq_2bp
ENSMUSG00000045078_gR170r,0.15172413793103448,0.15448275862068966,0.26413793103448285,0.06344827586206896,0.15793103448275858,0.0296551724137931,0.0724137931034483,0.1062068965517241,5bp_6bp
ENSMUSG00000009545_gR42f,0.19555555555555554,0.1511111111111111,0.13333333333333336,0.05777777777777778,0.1288888888888889,0.0977777777777778,0.1333333333333334,0.10222222222222221,LessEq_2bp
ENSMUSG00000009545_gR131f,0.25846153846153846,0.10192307692307694,0.08000000000000003,0.030000000000000002,0.13884615384615387,0.06999999999999999,0.1592307692307691,0.16153846153846155,LessEq_2bp
ENSMUSG00000009545_gR160f,0.27,0.17,0.05,0.056666666666666664,0.06333333333333334,0.09333333333333332,0.22666666666666657,0.07,LessEq_2bp
ENSMUSG00000035458_gR77f,0.11200000000000002,0.23600000000000002,0.024,0.016,0.20800000000000002,0.15200000000000002,0.168,0.08400000000000002,3bp_4bp
ENSMUSG00000048920_gR50f,0.06962962962962964,0.1074074074074074,0.04740740740740742,0.10370370370370371,0.031111111111111114,0.4274074074074074,0.0896296296296296,0.12370370370370372,12bp_14bp
ENSMUSG00000048920_gR38f,0.17575757575757575,0.08,0.24121212121212124,0.04484848484848485,0.1115151515151515,0.21393939393939393,0.08060606060606063,0.052121212121212124,5bp_6bp
ENSMUSG00000048920_gR25r,0.15924528301886792,0.1290566037735849,0.10075471698113207,0.022264150943396226,0.39094339622641505,0.05962264150943397,0.09245283018867924,0.045660377358490566,9bp_11bp
ENSMUSG00000025265_gR21f,0.12,0.29333333333333333,0.02666666666666667,0.06666666666666665,0.04666666666666667,0.18999999999999997,0.09666666666666666,0.16,3bp_4bp
ENSMUSG00000025265_gR80r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000025265_gR305r,0.06,0.08,0.08,0.33999999999999997,0.16,0.02,0.24,0.02,7bp_8bp
ENSMUSG00000030255_gR188f,0.22222222222222227,0.16000000000000003,0.06444444444444446,0.06333333333333334,0.16,0.03333333333333333,0.21444444444444447,0.08222222222222222,LessEq_2bp
ENSMUSG00000030255_gR290r,0.202,0.268,0.032,0.11400000000000002,0.12400000000000003,0.07,0.13000000000000003,0.060000000000000005,3bp_4bp
ENSMUSG00000030255_gR398f,0.32,0.13999999999999999,0.06,0.04,0.12000000000000001,0.1,0.1,0.12,LessEq_2bp
ENSMUSG00000029020_gR452f,0.16,0.14,0.07400000000000001,0.09733333333333333,0.22133333333333333,0.04399999999999999,0.11199999999999997,0.15133333333333335,9bp_11bp
ENSMUSG00000029020_gR321f,0.24000000000000002,0.15400000000000003,0.08800000000000002,0.030000000000000006,0.208,0.041999999999999996,0.07600000000000004,0.162,LessEq_2bp
ENSMUSG00000004631_gR269f,0.16,0.11000000000000001,0.06999999999999999,0.04,0.01,0.1,0.4600000000000001,0.05,More_15bp
ENSMUSG00000004631_gR250f,0.23897435897435892,0.11333333333333334,0.1502564102564102,0.10153846153846154,0.12871794871794873,0.039999999999999994,0.07692307692307691,0.15025641025641026,LessEq_2bp
ENSMUSG00000041459_gR493f,0.17696969696969694,0.10242424242424242,0.06121212121212122,0.1884848484848485,0.08,0.11575757575757577,0.08545454545454548,0.1896969696969697,Insertion
ENSMUSG00000041459_gR474r,0.21,0.0725,0.1,0.185,0.13,0.0475,0.07750000000000003,0.17750000000000002,LessEq_2bp
ENSMUSG00000041459_gR466f,0.12400000000000001,0.09000000000000001,0.364,0.134,0.052000000000000005,0.09799999999999999,0.08400000000000003,0.054,5bp_6bp
ENSMUSG00000025333_gR113f,0.275,0.095,0.28250000000000003,0.035,0.07250000000000001,0.06250000000000001,0.11250000000000002,0.065,5bp_6bp
ENSMUSG00000025333_gR311r,0.11923076923076922,0.22615384615384615,0.05846153846153846,0.06307692307692307,0.26000000000000006,0.07153846153846154,0.0630769230769231,0.13846153846153847,9bp_11bp
ENSMUSG00000063077_gR328r,0.22,0.060000000000000005,0.1,0.2733333333333333,0.03333333333333333,0.006666666666666667,0.20666666666666664,0.1,7bp_8bp
ENSMUSG00000063077_gR300r,0.27,0.15000000000000002,0.2475,0.05499999999999999,0.015,0.08250000000000002,0.10500000000000004,0.075,LessEq_2bp
ENSMUSG00000063077_gR176r,0.13692307692307693,0.04615384615384615,0.29000000000000004,0.04000000000000001,0.1723076923076923,0.024615384615384612,0.22461538461538474,0.06538461538461537,5bp_6bp
ENSMUSG00000041301_gR45f,0.49,0.09,0.02,0.05,0.15000000000000002,0.0,0.12999999999999998,0.07,LessEq_2bp
ENSMUSG00000041301_gR265r,0.11,0.11333333333333334,0.40666666666666657,0.05,0.10333333333333335,0.06,0.0833333333333333,0.07333333333333333,5bp_6bp
ENSMUSG00000041301_gR279f,0.115,0.09000000000000001,0.055,0.10500000000000001,0.27,0.05500000000000001,0.18500000000000003,0.125,9bp_11bp
ENSMUSG00000029648_gR352r,0.103,0.10300000000000001,0.269,0.297,0.09400000000000001,0.028999999999999998,0.051000000000000024,0.054,7bp_8bp
ENSMUSG00000029648_gR349r,0.18,0.12,0.28500000000000003,0.045000000000000005,0.12,0.01,0.19000000000000006,0.05,5bp_6bp
ENSMUSG00000029648_gR223r,0.16368421052631582,0.1326315789473684,0.17105263157894735,0.11210526315789476,0.09421052631578947,0.04263157894736842,0.1463157894736842,0.13736842105263158,5bp_6bp
ENSMUSG00000039713_gR136r,0.5163636363636364,0.09515151515151514,0.020606060606060603,0.09696969696969698,0.07272727272727272,0.018181818181818184,0.14060606060606062,0.0393939393939394,LessEq_2bp
ENSMUSG00000039713_gR147r,0.19,0.15333333333333335,0.05999999999999999,0.08333333333333333,0.165,0.03166666666666667,0.20166666666666666,0.11499999999999999,More_15bp
ENSMUSG00000039713_gR456f,0.266,0.134,0.208,0.036000000000000004,0.09600000000000003,0.07,0.11400000000000005,0.076,LessEq_2bp
ENSMUSG00000039103_gR452r,0.214,0.28200000000000003,0.022,0.062,0.039999999999999994,0.078,0.06800000000000003,0.234,3bp_4bp
ENSMUSG00000039103_gR346f,0.1956521739130435,0.22,0.15826086956521737,0.0608695652173913,0.05391304347826086,0.039130434782608706,0.1460869565217392,0.12608695652173912,3bp_4bp
ENSMUSG00000039103_gR145f,0.14,0.17200000000000001,0.12,0.21200000000000002,0.08000000000000002,0.112,0.05200000000000002,0.11200000000000002,7bp_8bp
ENSMUSG00000027463_gR211r,0.185,0.14,0.22000000000000003,0.165,0.065,0.034999999999999996,0.11000000000000001,0.07999999999999999,5bp_6bp
ENSMUSG00000027463_gR370r,0.09375,0.08458333333333334,0.15125,0.10375,0.2945833333333333,0.09708333333333334,0.08124999999999998,0.09375,9bp_11bp
ENSMUSG00000039519_gR271f,0.08,0.03,0.05,0.28,0.04,0.39,0.06,0.06999999999999999,12bp_14bp
ENSMUSG00000039519_gR172r,0.18476190476190477,0.20476190476190476,0.3042857142857143,0.05285714285714286,0.07190476190476192,0.06095238095238096,0.08142857142857149,0.039047619047619046,5bp_6bp
ENSMUSG00000039519_gR29r,0.21,0.29250000000000004,0.21000000000000002,0.025,0.0725,0.0475,0.08750000000000002,0.05500000000000001,3bp_4bp
ENSMUSG00000027466_gR367r,0.2,0.04,0.04,0.1,0.12,0.26,0.2,0.04,12bp_14bp
ENSMUSG00000027466_gR27f,0.38,0.09,0.15000000000000002,0.09999999999999999,0.16,0.03,0.03,0.06,LessEq_2bp
ENSMUSG00000027470_gR98r,0.1175,0.21000000000000002,0.095,0.17250000000000001,0.0425,0.052500000000000005,0.12500000000000003,0.18500000000000003,3bp_4bp
ENSMUSG00000027470_gR129r,0.15636363636363637,0.17909090909090908,0.03909090909090909,0.07363636363636364,0.10727272727272727,0.1527272727272727,0.0945454545454546,0.19727272727272727,Insertion
ENSMUSG00000027470_gR146f,0.0481081081081081,0.07945945945945945,0.01945945945945946,0.5886486486486485,0.039459459459459466,0.012972972972972972,0.028108108108108123,0.18378378378378377,7bp_8bp
ENSMUSG00000027478_gR141r,0.24774193548387097,0.31290322580645163,0.07225806451612904,0.09935483870967741,0.05741935483870967,0.060000000000000005,0.09161290322580647,0.05870967741935484,3bp_4bp
ENSMUSG00000027478_gR142r,0.1386363636363636,0.2913636363636364,0.11272727272727276,0.10772727272727274,0.04636363636363636,0.07,0.08636363636363638,0.14681818181818182,3bp_4bp
ENSMUSG00000082079_gR186r,0.06695652173913044,0.08347826086956522,0.044347826086956525,0.008695652173913044,0.5243478260869565,0.014782608695652174,0.08956521739130434,0.16782608695652174,9bp_11bp
ENSMUSG00000082079_gR272f,0.12,0.12,0.06,0.13,0.09999999999999999,0.1,0.16000000000000003,0.21000000000000002,Insertion
ENSMUSG00000082079_gR310r,0.16,0.13058823529411764,0.16529411764705884,0.03411764705882352,0.09588235294117647,0.07294117647058823,0.2241176470588235,0.11705882352941177,More_15bp
ENSMUSG00000067889_gR45f,0.06999999999999999,0.22,0.065,0.09,0.19000000000000003,0.08,0.15500000000000003,0.13,3bp_4bp
ENSMUSG00000067889_gR127f,0.5215189873417722,0.10025316455696204,0.0620253164556962,0.043037974683544304,0.08734177215189877,0.0620253164556962,0.08354430379746842,0.040253164556962026,LessEq_2bp
ENSMUSG00000067889_gR196f,0.09090909090909091,0.08363636363636362,0.0709090909090909,0.26,0.0490909090909091,0.08454545454545456,0.23000000000000018,0.13090909090909092,7bp_8bp
ENSMUSG00000027488_gR469r,0.20750000000000002,0.1825,0.0675,0.24749999999999997,0.0375,0.0575,0.09750000000000003,0.10250000000000001,7bp_8bp
ENSMUSG00000027488_gR459r,0.13,0.07999999999999999,0.18,0.29000000000000004,0.13,0.04,0.10999999999999997,0.04,7bp_8bp
ENSMUSG00000027488_gR122r,0.11411764705882352,0.1411764705882353,0.1811764705882353,0.22705882352941173,0.08588235294117647,0.010588235294117647,0.0764705882352941,0.16352941176470587,7bp_8bp
ENSMUSG00000001924_gR218r,0.3003571428571429,0.14035714285714287,0.09535714285714285,0.06357142857142857,0.06392857142857143,0.04785714285714285,0.12250000000000003,0.1660714285714286,LessEq_2bp
ENSMUSG00000001924_gR303f,0.1661111111111111,0.07833333333333334,0.23722222222222225,0.04444444444444445,0.07611111111111114,0.21222222222222217,0.1377777777777779,0.04777777777777778,5bp_6bp
ENSMUSG00000001924_gR468f,0.41939393939393943,0.10545454545454545,0.19151515151515144,0.022424242424242423,0.07333333333333333,0.02363636363636364,0.11696969696969696,0.04727272727272728,LessEq_2bp
ENSMUSG00000084845_gR192f,0.14285714285714285,0.04285714285714285,0.26857142857142857,0.1,0.10285714285714288,0.12000000000000001,0.14000000000000004,0.08285714285714287,5bp_6bp
ENSMUSG00000084845_gR372r,0.14500000000000002,0.09,0.07166666666666666,0.07333333333333333,0.30999999999999994,0.09499999999999999,0.07166666666666664,0.14333333333333334,9bp_11bp
ENSMUSG00000084845_gR390f,0.18000000000000005,0.20242424242424242,0.1606060606060606,0.09333333333333332,0.06181818181818181,0.05454545454545455,0.13030303030303034,0.11696969696969696,3bp_4bp
ENSMUSG00000041936_gR448f,0.215,0.15250000000000002,0.15250000000000002,0.0775,0.1225,0.10500000000000001,0.14750000000000005,0.0275,LessEq_2bp
ENSMUSG00000041936_gR278f,0.12,0.13999999999999999,0.03,0.24,0.11,0.04,0.24000000000000002,0.08,More_15bp
ENSMUSG00000041936_gR207f,0.12935483870967743,0.09548387096774193,0.04258064516129033,0.33999999999999997,0.06290322580645161,0.10967741935483871,0.12032258064516127,0.09967741935483872,7bp_8bp
ENSMUSG00000026466_gR467f,0.0725,0.6316666666666667,0.055,0.026666666666666665,0.06416666666666666,0.05749999999999999,0.06749999999999996,0.025,3bp_4bp
ENSMUSG00000026466_gR433f,0.16508474576271184,0.09322033898305085,0.09932203389830509,0.028813559322033895,0.16779661016949152,0.05559322033898306,0.17728813559322015,0.21288135593220342,Insertion
ENSMUSG00000026466_gR179r,0.15,0.339,0.09,0.06,0.131,0.04500000000000001,0.06200000000000001,0.123,3bp_4bp
ENSMUSG00000062814_gR158f,0.13999999999999999,0.1576923076923077,0.22384615384615386,0.045384615384615384,0.04692307692307692,0.11384615384615386,0.08846153846153854,0.18384615384615383,5bp_6bp
ENSMUSG00000062814_gR229r,0.1245,0.0735,0.3325,0.04850000000000001,0.2665,0.026,0.052500000000000026,0.07600000000000001,5bp_6bp
ENSMUSG00000062814_gR493f,0.29999999999999993,0.112,0.114,0.07400000000000001,0.08,0.04,0.20400000000000007,0.076,LessEq_2bp
ENSMUSG00000040586_gR323r,0.060000000000000005,0.03384615384615385,0.5661538461538463,0.04769230769230769,0.06615384615384615,0.036923076923076927,0.15846153846153854,0.03076923076923077,5bp_6bp
ENSMUSG00000040586_gR293f,0.23,0.18750000000000003,0.065,0.0475,0.035,0.0625,0.20000000000000007,0.1725,LessEq_2bp
ENSMUSG00000040586_gR187r,0.20700000000000002,0.34199999999999997,0.128,0.010000000000000002,0.10900000000000001,0.051000000000000004,0.11900000000000002,0.034,3bp_4bp
ENSMUSG00000017817_gR389r,0.05130434782608696,0.020869565217391306,0.6147826086956523,0.010434782608695653,0.06434782608695651,0.06869565217391303,0.11826086956521736,0.05130434782608695,5bp_6bp
ENSMUSG00000017817_gR332r,0.044,0.18000000000000002,0.08000000000000002,0.124,0.024,0.092,0.39200000000000007,0.064,More_15bp
ENSMUSG00000017817_gR300r,0.05666666666666667,0.17,0.07666666666666666,0.2866666666666667,0.05,0.08666666666666666,0.13666666666666666,0.1366666666666667,7bp_8bp
ENSMUSG00000073988_gR225f,0.3262686567164179,0.12477611940298507,0.10059701492537315,0.04985074626865671,0.051044776119402974,0.09522388059701492,0.1823880597014925,0.06985074626865671,LessEq_2bp
ENSMUSG00000073988_gR293f,0.12,0.24,0.08,0.04,0.02,0.02,0.42000000000000004,0.06,More_15bp
ENSMUSG00000073988_gR340f,0.16499999999999998,0.1225,0.03,0.1025,0.21750000000000003,0.11250000000000002,0.16250000000000003,0.0875,9bp_11bp
ENSMUSG00000093752_gR429r,0.11285714285714286,0.23785714285714288,0.18714285714285714,0.2535714285714286,0.025,0.04714285714285715,0.09499999999999999,0.041428571428571426,7bp_8bp
ENSMUSG00000093752_gR369r,0.22146341463414632,0.17121951219512194,0.11951219512195124,0.04634146341463416,0.08390243902439024,0.08390243902439025,0.14390243902439026,0.12975609756097561,LessEq_2bp
ENSMUSG00000078919_gR361f,0.17846153846153848,0.10153846153846156,0.04461538461538461,0.2984615384615385,0.02461538461538462,0.05538461538461538,0.13538461538461552,0.16153846153846158,7bp_8bp
ENSMUSG00000078919_gR97r,0.2059259259259259,0.10444444444444445,0.07111111111111112,0.16592592592592592,0.1296296296296296,0.017037037037037038,0.15777777777777768,0.14814814814814814,LessEq_2bp
ENSMUSG00000078919_gR57r,0.23277108433734944,0.15662650602409636,0.09927710843373494,0.09277108433734942,0.07903614457831326,0.13903614457831326,0.11012048192771089,0.09036144578313253,LessEq_2bp
ENSMUSG00000006457_gR105r,0.17728395061728397,0.10814814814814813,0.17061728395061732,0.035061728395061734,0.17407407407407405,0.1219753086419753,0.06641975308641974,0.14641975308641975,LessEq_2bp
ENSMUSG00000006457_gR73f,0.1675,0.144375,0.096875,0.026875000000000007,0.203125,0.099375,0.09812500000000005,0.16374999999999998,9bp_11bp
ENSMUSG00000006457_gR22r,0.08923076923076924,0.10307692307692307,0.39076923076923076,0.08461538461538463,0.03846153846153846,0.11692307692307692,0.11692307692307695,0.06,5bp_6bp
ENSMUSG00000019528_gR412f,0.248,0.14,0.07200000000000001,0.20800000000000002,0.044000000000000004,0.05600000000000001,0.11200000000000002,0.12,LessEq_2bp
ENSMUSG00000019528_gR290f,0.2057142857142857,0.11714285714285716,0.13999999999999999,0.16857142857142857,0.08285714285714285,0.08000000000000002,0.1085714285714286,0.09714285714285713,LessEq_2bp
ENSMUSG00000019528_gR183r,0.33209302325581397,0.233953488372093,0.10139534883720931,0.02744186046511628,0.03395348837209303,0.08418604651162793,0.07209302325581397,0.11488372093023255,LessEq_2bp
ENSMUSG00000056569_gR132f,0.2990625,0.11906250000000002,0.056250000000000015,0.0575,0.11437500000000002,0.12843749999999998,0.15218749999999973,0.07312500000000001,LessEq_2bp
ENSMUSG00000056569_gR195f,0.15185185185185185,0.29407407407407404,0.06,0.10592592592592592,0.05481481481481482,0.0688888888888889,0.06148148148148151,0.20296296296296296,3bp_4bp
ENSMUSG00000056569_gR351f,0.15571428571428572,0.10714285714285715,0.022857142857142857,0.11000000000000001,0.43999999999999995,0.05000000000000002,0.07571428571428575,0.038571428571428576,9bp_11bp
ENSMUSG00000024331_gR356f,0.0275,0.0125,0.3125,0.0125,0.4525,0.0125,0.11250000000000002,0.0575,9bp_11bp
ENSMUSG00000024331_gR347r,0.09999999999999999,0.4083333333333333,0.08666666666666666,0.04666666666666667,0.055,0.05166666666666665,0.15166666666666667,0.09999999999999999,3bp_4bp
ENSMUSG00000024331_gR246f,0.09291666666666668,0.4166666666666665,0.031249999999999997,0.08041666666666665,0.061666666666666675,0.05916666666666666,0.11541666666666663,0.1425,3bp_4bp
ENSMUSG00000020003_gR476r,0.32222222222222224,0.16555555555555557,0.0922222222222222,0.11444444444444446,0.042222222222222223,0.09666666666666665,0.07111111111111114,0.09555555555555556,LessEq_2bp
ENSMUSG00000020003_gR145f,0.08727272727272728,0.08727272727272727,0.1290909090909091,0.14454545454545456,0.27818181818181814,0.06818181818181819,0.04272727272727272,0.16272727272727272,9bp_11bp
ENSMUSG00000020003_gR34f,0.21571428571428572,0.05785714285714286,0.15857142857142856,0.11571428571428571,0.2657142857142857,0.03214285714285714,0.09214285714285712,0.062142857142857146,9bp_11bp
ENSMUSG00000026554_gR25f,0.1,0.08666666666666667,0.10666666666666667,0.41333333333333333,0.09333333333333334,0.02666666666666667,0.060000000000000005,0.11333333333333334,7bp_8bp
ENSMUSG00000026554_gR154r,0.16909090909090907,0.1618181818181818,0.09818181818181819,0.045454545454545456,0.060000000000000005,0.10545454545454545,0.16909090909090913,0.19090909090909092,Insertion
